tract_geoid,tract_name,county_fips,total_population_2024,total_population_moe_2024,land_area_square_meters,water_area_square_meters
06037131801,Census Tract 1318.01,037,3127,531,656324,0
06037240301,Census Tract 2403.01,037,2961,576,468912,0
06037500100,Census Tract 5001,037,3626,460,10048680,3985
06037240302,Census Tract 2403.02,037,2969,617,344616,0
06037502603,Census Tract 5026.03,037,3261,580,950544,35075
06037408725,Census Tract 4087.25,037,5868,681,1947442,0
06037218400,Census Tract 2184,037,4144,813,656666,0
06037218500,Census Tract 2185,037,2669,420,523255,0
06037218600,Census Tract 2186,037,2871,343,430627,0
06037218900,Census Tract 2189,037,5397,996,703403,0
06037219020,Census Tract 2190.20,037,4190,684,726495,0
06037271702,Census Tract 2717.02,037,4664,414,697727,8791
06037531202,Census Tract 5312.02,037,4547,922,447318,0
06037224410,Census Tract 2244.10,037,2731,481,453271,0
06037267404,Census Tract 2674.04,037,3336,568,284445,0
06037267300,Census Tract 2673,037,4339,622,430298,0
06037218800,Census Tract 2188,037,2684,363,411643,0
06037209401,Census Tract 2094.01,037,4391,520,215668,0
06037232701,Census Tract 2327.01,037,2288,505,277476,0
06037920106,Census Tract 9201.06,037,3716,852,46336501,670556
06037232602,Census Tract 2326.02,037,5364,808,531420,0
06037232601,Census Tract 2326.01,037,1846,251,263865,0
06037273403,Census Tract 2734.03,037,1398,270,406431,390278
06037232702,Census Tract 2327.02,037,4529,895,453727,0
06001450606,Census Tract 4506.06,001,5787,597,2028174,0
06093001300,Census Tract 13,093,2276,213,3724670011,12971560
06009000220,Census Tract 2.20,009,6432,939,256952451,8489041
06009000400,Census Tract 4,009,4376,580,463880707,840311
06093000902,Census Tract 9.02,093,3651,428,304778719,8281897
06095980000,Census Tract 9800,095,0,14,13952563,167451
06065030502,Census Tract 305.02,065,1845,383,1930612,0
06065030503,Census Tract 305.03,065,4085,539,557216,0
06065030700,Census Tract 307,065,6282,1001,2460175,0
06001451701,Census Tract 4517.01,001,3247,473,1222738,0
06065030800,Census Tract 308,065,7297,1201,4453101,0
06065031702,Census Tract 317.02,065,2132,323,4250279,0
06065031703,Census Tract 317.03,065,4076,433,2253094,0
06067009108,Census Tract 91.08,067,3716,506,1502477,0
06067009109,Census Tract 91.09,067,5360,732,1756611,0
06037219500,Census Tract 2195,037,1941,231,557587,0
06037219800,Census Tract 2198,037,3254,509,446134,0
06037220000,Census Tract 2200,037,5308,1260,971788,0
06037220100,Census Tract 2201,037,2386,307,979773,1590
06037221120,Census Tract 2211.20,037,2924,393,317503,0
06037221210,Census Tract 2212.10,037,2829,528,358791,0
06037221220,Census Tract 2212.20,037,3081,400,659399,0
06015000106,Census Tract 1.06,015,3905,680,30591822,45435803
06015000107,Census Tract 1.07,015,3090,398,4035654,4430861
06001451501,Census Tract 4515.01,001,4485,502,5051108,0
06037232300,Census Tract 2323,037,4595,620,628761,0
06037232500,Census Tract 2325,037,4870,769,767691,0
06037232800,Census Tract 2328,037,3754,714,426644,0
06037234200,Census Tract 2342,037,2381,426,882906,0
06067007603,Census Tract 76.03,067,2825,401,1559919,0
06067006204,Census Tract 62.04,067,3467,526,1309154,0
06067004019,Census Tract 40.19,067,2973,406,877256,0
06067006502,Census Tract 65.02,067,2418,670,2182848,0
06067004015,Census Tract 40.15,067,4440,541,1704668,0
06067006706,Census Tract 67.06,067,3615,895,1491706,0
06067007027,Census Tract 70.27,067,2002,506,2533857,21535
06067009640,Census Tract 96.40,067,4944,1457,659473,0
06067008802,Census Tract 88.02,067,2698,383,11743525,64570
06057000107,Census Tract 1.07,057,6478,738,49623767,908432
06057000404,Census Tract 4.04,057,4389,739,82973448,1382528
06057000601,Census Tract 6.01,057,2739,634,3201021,0
06057000403,Census Tract 4.03,057,2286,505,57167490,0
06057001207,Census Tract 12.07,057,5664,655,11461288,0
06057000503,Census Tract 5.03,057,1643,488,4860754,0
06057000504,Census Tract 5.04,057,4953,609,5959604,0
06057000602,Census Tract 6.02,057,4681,564,11591612,0
06057001208,Census Tract 12.08,057,1942,410,20833072,0
06057001209,Census Tract 12.09,057,1752,457,11543103,3396062
06057000106,Census Tract 1.06,057,1989,358,21506074,552466
06057001211,Census Tract 12.11,057,1118,175,10817738,0
06057001210,Census Tract 12.10,057,1820,421,10269557,0
06037404402,Census Tract 4044.02,037,4673,640,3346362,19831
06037500300,Census Tract 5003,037,2541,388,8820303,137276
06037403325,Census Tract 4033.25,037,4706,519,17104379,0
06037670405,Census Tract 6704.05,037,2582,389,1499527,0
06037543305,Census Tract 5433.05,037,3265,515,8228618,158094
06037543321,Census Tract 5433.21,037,5594,852,4252383,0
06037543100,Census Tract 5431,037,6775,965,2892935,0
06037542200,Census Tract 5422,037,7418,995,1327152,58593
06037540201,Census Tract 5402.01,037,2090,358,260774,0
06037240600,Census Tract 2406,037,4939,866,675863,0
06037534102,Census Tract 5341.02,037,5777,862,799923,0
06037239310,Census Tract 2393.10,037,3737,708,534855,0
06037532800,Census Tract 5328,037,3856,617,551035,0
06037501302,Census Tract 5013.02,037,4345,586,1143273,0
06037273404,Census Tract 2734.04,037,1571,339,217040,0
06037232401,Census Tract 2324.01,037,3879,768,569689,0
06037231902,Census Tract 2319.02,037,2877,464,324078,0
06037234302,Census Tract 2343.02,037,2587,393,366305,0
06037231602,Census Tract 2316.02,037,1874,341,315013,0
06037236101,Census Tract 2361.01,037,2596,425,632625,0
06037234002,Census Tract 2340.02,037,2736,454,564640,0
06037236206,Census Tract 2362.06,037,2665,541,274945,0
06037265701,Census Tract 2657.01,037,1692,253,857712,0
06037216301,Census Tract 2163.01,037,1448,434,563878,0
06037265204,Census Tract 2652.04,037,1505,294,265276,0
06037265203,Census Tract 2652.03,037,2056,323,310040,0
06001408000,Census Tract 4080,001,2758,422,1955276,0
06001441401,Census Tract 4414.01,001,7883,761,1856512,0
06065040202,Census Tract 402.02,065,3001,329,1543973,0
06065031704,Census Tract 317.04,065,4929,487,2610967,0
06031001402,Census Tract 14.02,031,2383,324,1344106,0
06031001401,Census Tract 14.01,031,2815,499,2176239,0
06069000502,Census Tract 5.02,069,7891,1041,3420368,0
06069000802,Census Tract 8.02,069,4201,387,2987639939,3272257
06069000702,Census Tract 7.02,069,6651,654,12872271,28164
06069000501,Census Tract 5.01,069,5576,508,2509655,0
06069000701,Census Tract 7.01,069,4459,611,1656672,0
06065043505,Census Tract 435.05,065,3801,507,1295658,0
06065044104,Census Tract 441.04,065,2576,308,43189222,0
06065044403,Census Tract 444.03,065,3799,1118,1064224469,175857
06065042007,Census Tract 420.07,065,7605,995,133919956,138452
06069000801,Census Tract 8.01,069,3428,327,8661337,0
06067009111,Census Tract 91.11,067,5989,790,1470877,0
06087122100,Census Tract 1221,087,3299,487,2261383,1566586
06087122500,Census Tract 1225,087,7088,1137,12168080,903743
06087100100,Census Tract 1001,087,2389,358,3278795,0
06087100600,Census Tract 1006,087,2991,430,1049882,0
06001432400,Census Tract 4324,001,5818,918,6442759,1843213
06029002819,Census Tract 28.19,029,4419,538,1650635,0
06029002821,Census Tract 28.21,029,4829,549,1808603,0
06029003112,Census Tract 31.12,029,6205,910,2990531,21487
06029003113,Census Tract 31.13,029,4949,724,2222668,0
06001404300,Census Tract 4043,001,3600,320,1817027,37495
06065040203,Census Tract 402.03,065,3385,438,930916,0
06065040204,Census Tract 402.04,065,3253,578,1377662,0
06065040303,Census Tract 403.03,065,3363,497,3056832,0
06065040402,Census Tract 404.02,065,4897,1023,4761105,95927
06033001000,Census Tract 10,033,6355,873,145182432,36129953
06033001200,Census Tract 12,033,3178,577,371697821,2693736
06111003011,Census Tract 30.11,111,6784,1224,859109,0
06111005801,Census Tract 58.01,111,5196,747,4776261,0
06111007405,Census Tract 74.05,111,5882,673,36260105,0
06111007511,Census Tract 75.11,111,2861,351,29077287,2126
06111007512,Census Tract 75.12,111,5879,754,26313606,282609
06111000303,Census Tract 3.03,111,5206,634,36445293,966406
06029000300,Census Tract 3,029,4266,667,1518290,0
06037552700,Census Tract 5527,037,6511,833,1375435,0
06037552800,Census Tract 5528,037,5635,543,1293753,0
06037553000,Census Tract 5530,037,5204,678,1270457,0
06107003501,Census Tract 35.01,107,2681,286,14357177,154009
06059990100,Census Tract 9901,059,0,14,0,356909248
06059062649,Census Tract 626.49,059,3083,396,3386652,8846
06059032058,Census Tract 320.58,059,6776,568,6985781,0
06059032061,Census Tract 320.61,059,5945,840,8455584,0
06041109002,Census Tract 1090.02,041,4512,575,2500204,2234
06041130201,Census Tract 1302.01,041,3367,356,1502535,0
06041112202,Census Tract 1122.02,041,6247,1026,3960767,2697692
06041131100,Census Tract 1311,041,1380,245,127658592,8932931
06041990100,Census Tract 9901,041,0,14,0,655490076
06111007406,Census Tract 74.06,111,2158,211,3709867,0
06111007509,Census Tract 75.09,111,4196,559,5929143,0
06111007510,Census Tract 75.10,111,5424,622,9048822,0
06111007613,Census Tract 76.13,111,4571,369,9025608,61223
06111007614,Census Tract 76.14,111,7029,803,84426770,91106
06111990100,Census Tract 9901,111,0,14,0,881223839
06037601502,Census Tract 6015.02,037,3218,800,490798,0
06037601600,Census Tract 6016,037,3978,490,912444,0
06025011500,Census Tract 115,025,5093,779,2040987,0
06037602002,Census Tract 6020.02,037,3044,547,531132,5550
06037602003,Census Tract 6020.03,037,4005,596,625132,0
06037602103,Census Tract 6021.03,037,5527,664,835900,0
06037602104,Census Tract 6021.04,037,5401,796,743760,0
06037530700,Census Tract 5307,037,2118,386,1057568,0
06107001901,Census Tract 19.01,107,3399,569,1577158,0
06107001902,Census Tract 19.02,107,4403,669,2284122,0
06107002002,Census Tract 20.02,107,4822,694,2534588,0
06107002003,Census Tract 20.03,107,5542,865,2574047,0
06107002004,Census Tract 20.04,107,5362,666,2589446,0
06037530801,Census Tract 5308.01,037,5664,883,769112,0
06037530802,Census Tract 5308.02,037,3065,340,566330,0
06037530901,Census Tract 5309.01,037,3642,521,444140,0
06037531000,Census Tract 5310,037,4585,763,999880,0
06037531102,Census Tract 5311.02,037,2407,284,498377,0
06037531201,Census Tract 5312.01,037,4260,766,555364,0
06037531301,Census Tract 5313.01,037,5563,1026,792709,0
06037531302,Census Tract 5313.02,037,5240,642,894567,0
06037541401,Census Tract 5414.01,037,3361,563,573884,0
06037207711,Census Tract 2077.11,037,3495,518,693947,0
06037402503,Census Tract 4025.03,037,4716,836,874283,0
06037433506,Census Tract 4335.06,037,3405,524,1622353,14107
06037209202,Census Tract 2092.02,037,1312,282,243018,0
06037980017,Census Tract 9800.17,037,1412,164,2393820,0
06037602801,Census Tract 6028.01,037,4059,756,1253728,0
06037577800,Census Tract 5778,037,4722,605,1693385,66964
06037551204,Census Tract 5512.04,037,3556,396,678299,0
06037980037,Census Tract 9800.37,037,0,14,1278402,24156
06037536201,Census Tract 5362.01,037,3588,539,1396000,123461
06037406300,Census Tract 4063,037,5633,567,5386135,4067
06037462900,Census Tract 4629,037,3721,424,2344777,0
06037542105,Census Tract 5421.05,037,4682,909,623486,0
06037543000,Census Tract 5430,037,4605,867,1312156,0
06037602302,Census Tract 6023.02,037,4651,467,1947542,0
06037602301,Census Tract 6023.01,037,6936,970,1786364,0
06037541200,Census Tract 5412,037,6058,1009,2107086,11585
06037602700,Census Tract 6027,037,3749,573,2471440,11599
06037503103,Census Tract 5031.03,037,5595,633,1085381,3860
06037540800,Census Tract 5408,037,5331,937,1982918,12183
06037602106,Census Tract 6021.06,037,5992,1150,819871,0
06037602105,Census Tract 6021.05,037,4255,591,638607,0
06037503502,Census Tract 5035.02,037,3900,541,1223302,0
06037601700,Census Tract 6017,037,5006,759,758049,0
06037542106,Census Tract 5421.06,037,2211,271,834439,39692
06037503402,Census Tract 5034.02,037,4141,422,1617388,0
06037601801,Census Tract 6018.01,037,3082,363,486723,0
06037502005,Census Tract 5020.05,037,4606,866,1042468,0
06037601402,Census Tract 6014.02,037,4551,746,983308,0
06107002008,Census Tract 20.08,107,3076,633,1302835,0
06107002009,Census Tract 20.09,107,4964,882,1846242,0
06107002302,Census Tract 23.02,107,4918,681,2592916,0
06107002303,Census Tract 23.03,107,5951,714,4101979,0
06065045124,Census Tract 451.24,065,1515,343,61630184,0
06065045217,Census Tract 452.17,065,7490,972,2900616,0
06065046602,Census Tract 466.02,065,3620,735,4846694,0
06065046700,Census Tract 467,065,4388,676,33330589,36554
06065047000,Census Tract 470,065,1473,321,134979428,4213357
06037501900,Census Tract 5019,037,4332,639,1393504,0
06037462500,Census Tract 4625,037,6825,639,2422830,144779
06037501600,Census Tract 5016,037,6827,851,10302301,9401
06037501002,Census Tract 5010.02,037,4475,491,1473034,0
06037408629,Census Tract 4086.29,037,3028,352,1772780,0
06037504200,Census Tract 5042,037,7320,634,7715088,4442
06037601802,Census Tract 6018.02,037,3164,492,484101,0
06037601202,Census Tract 6012.02,037,3807,668,654269,0
06037408628,Census Tract 4086.28,037,5463,753,2359377,0
06037408626,Census Tract 4086.26,037,3726,545,2496759,0
06037501501,Census Tract 5015.01,037,2097,244,6330617,16327
06037501200,Census Tract 5012,037,5093,536,1406046,0
06037408141,Census Tract 4081.41,037,4102,527,1123884,0
06037408135,Census Tract 4081.35,037,4479,893,1127701,0
06037408137,Census Tract 4081.37,037,4085,526,830776,0
06037500403,Census Tract 5004.03,037,3868,415,1999716,200985
06037530202,Census Tract 5302.02,037,4323,662,1794900,3427
06037530302,Census Tract 5303.02,037,5724,693,855877,0
06037530301,Census Tract 5303.01,037,1896,335,584252,0
06037409000,Census Tract 4090,037,7618,1161,7860933,7961
06037408301,Census Tract 4083.01,037,5524,851,2623792,93793
06037702202,Census Tract 7022.02,037,4039,455,1011696,0
06065940100,Census Tract 9401,065,176,82,67024140,4992321
06065941200,Census Tract 9412,065,2967,226,13019332,0
06065941500,Census Tract 9415,065,4873,911,40124437,822793
06065042744,Census Tract 427.44,065,4399,775,36628033,118273
06065043235,Census Tract 432.35,065,13536,1142,15121131,0
06065043278,Census Tract 432.78,065,6085,694,9640608,0
06065045120,Census Tract 451.20,065,3977,490,3849527,1137
06065940400,Census Tract 9404,065,5912,635,11537667,0
06065940600,Census Tract 9406,065,4458,387,28656767,0
06065043279,Census Tract 432.79,065,5717,613,20098029,0
06071002602,Census Tract 26.02,071,7098,690,2012382,0
06009000301,Census Tract 3.01,009,4356,569,192171587,145550
06009000124,Census Tract 1.24,009,2119,305,404991898,7788448
06009000221,Census Tract 2.21,009,6911,971,149196160,19994317
06009000302,Census Tract 3.02,009,2502,492,264979328,282413
06009000222,Census Tract 2.22,009,3641,461,95848704,498132
06009000505,Census Tract 5.05,009,944,237,8177795,0
06009000506,Census Tract 5.06,009,489,230,38499047,125117
06009000123,Census Tract 1.23,009,2890,528,25570988,1673321
06037702300,Census Tract 7023,037,6679,790,2591889,0
06037408302,Census Tract 4083.02,037,3303,477,2956151,440678
06037530500,Census Tract 5305,037,3930,565,900629,0
06037530400,Census Tract 5304,037,3895,857,1531307,11013
06037408004,Census Tract 4080.04,037,2394,602,621560,0
06037407601,Census Tract 4076.01,037,4182,700,781203,0
06037408003,Census Tract 4080.03,037,4637,584,1363277,1729
06037434004,Census Tract 4340.04,037,2868,562,684403,0
06037433804,Census Tract 4338.04,037,4649,604,1513194,0
06037482002,Census Tract 4820.02,037,6655,859,2488396,0
06037407902,Census Tract 4079.02,037,1643,277,470452,304
06037482522,Census Tract 4825.22,037,4479,586,1641873,0
06037407501,Census Tract 4075.01,037,4175,668,1131321,0
06037434100,Census Tract 4341,037,6025,592,2493682,0
06037434003,Census Tract 4340.03,037,3786,380,963510,0
06037406602,Census Tract 4066.02,037,4564,834,1590290,0
06037402404,Census Tract 4024.04,037,1224,168,4090895,0
06037402403,Census Tract 4024.03,037,4826,800,2032376,0
06037403500,Census Tract 4035,037,1414,267,4918499,0
06037800202,Census Tract 8002.02,037,5912,802,27387119,2732
06037406101,Census Tract 4061.01,037,3269,551,1388112,0
06077005004,Census Tract 50.04,077,5800,794,20154834,210152
06071000201,Census Tract 2.01,071,5618,727,2962812,0
06071000808,Census Tract 8.08,071,5846,770,2564881,0
06077004701,Census Tract 47.01,077,3190,507,13611907,24339
06077003110,Census Tract 31.10,077,4532,637,1341993,0
06077003215,Census Tract 32.15,077,4275,563,9958690,733916
06077005122,Census Tract 51.22,077,8151,2448,9992895,774021
06077003700,Census Tract 37,077,3375,496,41896621,62956
06077003803,Census Tract 38.03,077,6109,712,44044581,196254
06077004001,Census Tract 40.01,077,2223,319,280845806,18910159
06077003308,Census Tract 33.08,077,1465,301,517517,0
06077003900,Census Tract 39,077,1305,260,493561616,36106979
06097151405,Census Tract 1514.05,097,7667,1243,7070987,0
06097153302,Census Tract 1533.02,097,5593,860,5357926,0
06097153708,Census Tract 1537.08,097,1506,257,44896504,193401
06097152401,Census Tract 1524.01,097,4517,684,9899426,0
06097151205,Census Tract 1512.05,097,2310,273,14116026,0
06097154308,Census Tract 1543.08,097,937,178,24876700,8711623
06097153405,Census Tract 1534.05,097,3407,752,8204918,0
06097154304,Census Tract 1543.04,097,1633,216,888562402,16871888
06037980016,Census Tract 9800.16,037,331,148,12949308,503818
06037113239,Census Tract 1132.39,037,1993,220,434252,0
06037113427,Census Tract 1134.27,037,2402,314,252050,7193
06037226702,Census Tract 2267.02,037,3749,1108,406619,0
06037800338,Census Tract 8003.38,037,6155,831,6357316,0
06037143402,Census Tract 1434.02,037,1987,499,629351,18831
06037141305,Census Tract 1413.05,037,3127,435,691205,0
06037128703,Census Tract 1287.03,037,3429,780,809339,18542
06037800205,Census Tract 8002.05,037,3793,462,1300656,0
