tract_geoid,tract_name,county_fips,total_population_2024,total_population_moe_2024,land_area_square_meters,water_area_square_meters
06099002605,Census Tract 26.05,099,4644,638,1646280,0
06099002701,Census Tract 27.01,099,4605,754,1956625,66890
06099003803,Census Tract 38.03,099,3446,605,1764472,0
06099003904,Census Tract 39.04,099,4629,521,3699309,0
06059089001,Census Tract 890.01,059,6131,625,1305083,0
06037134422,Census Tract 1344.22,037,4956,612,2338224,9988
06037134520,Census Tract 1345.20,037,5092,682,950602,16628
06059099241,Census Tract 992.41,059,4625,476,1361172,0
06059099242,Census Tract 992.42,059,3408,630,1225244,0
06059099405,Census Tract 994.05,059,4349,481,1310245,0
06059099407,Census Tract 994.07,059,2189,157,1300591,0
06059099408,Census Tract 994.08,059,4066,438,1331052,0
06059099410,Census Tract 994.10,059,4519,763,1315749,0
06059099411,Census Tract 994.11,059,5141,780,1328457,0
06059099412,Census Tract 994.12,059,4824,771,1599605,42781
06059110201,Census Tract 1102.01,059,8159,884,1951190,0
06059110117,Census Tract 1101.17,059,7053,986,1319903,11716
06059074601,Census Tract 746.01,059,7312,1367,1173871,0
06059075100,Census Tract 751,059,8275,1287,1494885,0
06059075201,Census Tract 752.01,059,5292,621,1157461,0
06059075202,Census Tract 752.02,059,6408,1515,1168523,0
06067003900,Census Tract 39,067,3806,332,2201950,251925
06065045128,Census Tract 451.28,065,1535,327,3298105,0
06065045613,Census Tract 456.13,065,2022,331,8047925,407859
06065045127,Census Tract 451.27,065,2194,580,1776222,0
06065049101,Census Tract 491.01,065,2397,432,1973823,0
06065045614,Census Tract 456.14,065,1293,277,9502437,0
06065043824,Census Tract 438.24,065,5107,914,30320818,0
06065043524,Census Tract 435.24,065,4601,798,1981867,0
06065050901,Census Tract 509.01,065,1829,280,4472510,0
06065049002,Census Tract 490.02,065,2961,534,4654189,0
06065043521,Census Tract 435.21,065,4204,697,2263490,0
06065043522,Census Tract 435.22,065,3374,422,2608421,0
06065046502,Census Tract 465.02,065,4175,583,1034225,0
06065050902,Census Tract 509.02,065,2703,622,1208550,0
06065043523,Census Tract 435.23,065,3267,488,4669046,0
06065042629,Census Tract 426.29,065,6574,2142,1164844,0
06065049001,Census Tract 490.01,065,6763,955,6462460,0
06065042522,Census Tract 425.22,065,4069,499,1018168,0
06065042523,Census Tract 425.23,065,5193,1019,2043629,0
06065031504,Census Tract 315.04,065,4319,811,1191392,0
06065031503,Census Tract 315.03,065,4766,1148,1381983,0
06065040304,Census Tract 403.04,065,3761,615,1328065,0
06065040305,Census Tract 403.05,065,2906,377,2033679,0
06065040622,Census Tract 406.22,065,6754,894,2139941,0
06065040618,Census Tract 406.18,065,10312,1607,18620771,4765
06065044406,Census Tract 444.06,065,2682,665,167888929,250449
06065043519,Census Tract 435.19,065,1284,487,4056524,0
06065042625,Census Tract 426.25,065,6377,1171,18125010,214848
06065030605,Census Tract 306.05,065,2306,248,7514041,0
06065050503,Census Tract 505.03,065,5425,809,2167127,0
06065051302,Census Tract 513.02,065,5877,994,29988562,400553
06065051301,Census Tract 513.01,065,4954,666,3795654,0
06067004005,Census Tract 40.05,067,4411,566,1862767,351578
06037134901,Census Tract 1349.01,037,2291,479,1053137,8888
06059075301,Census Tract 753.01,059,5331,647,1669496,0
06059075302,Census Tract 753.02,059,4850,747,1375915,0
06067005402,Census Tract 54.02,067,2799,393,5481123,238328
06067005403,Census Tract 54.03,067,2052,257,1301107,89871
06067005404,Census Tract 54.04,067,6263,778,3907303,246597
06059087200,Census Tract 872,059,7547,910,2155058,0
06059087401,Census Tract 874.01,059,5483,693,1017534,0
06059087405,Census Tract 874.05,059,4742,488,1162551,0
06067004012,Census Tract 40.12,067,3866,520,1575046,416560
06067004100,Census Tract 41,067,5765,645,2033373,0
06067004202,Census Tract 42.02,067,5356,692,1642389,0
06067004203,Census Tract 42.03,067,6249,874,1637033,0
06065044524,Census Tract 445.24,065,2946,468,125490862,870766
06065045618,Census Tract 456.18,065,1747,215,62653291,13514217
06065045235,Census Tract 452.35,065,3106,309,3182291,390369
06065049102,Census Tract 491.02,065,3329,497,2639154,0
06065045611,Census Tract 456.11,065,3305,456,1971313,0
06065042632,Census Tract 426.32,065,3213,850,2094428,21084
06065042631,Census Tract 426.31,065,5497,824,1309364,0
06065044933,Census Tract 449.33,065,3521,378,652402,0
06065044934,Census Tract 449.34,065,2349,323,654794,0
06065941002,Census Tract 9410.02,065,2185,302,5135161,225
06065941001,Census Tract 9410.01,065,1849,240,5247409,0
06065045126,Census Tract 451.26,065,3059,1376,907240,0
06067004401,Census Tract 44.01,067,4067,551,1386523,0
06111002102,Census Tract 21.02,111,1484,272,1357666,0
06111002200,Census Tract 22,111,6241,876,3056768,0
06111002400,Census Tract 24,111,2902,406,1984413,610453
06111002500,Census Tract 25,111,4383,731,3013901,1399228
06067004006,Census Tract 40.06,067,5318,1083,1843197,69458
06067005502,Census Tract 55.02,067,5497,687,2868054,0
06099001200,Census Tract 12,099,3978,503,1534487,0
06099001500,Census Tract 15,099,7561,1076,10950056,53092
06099001601,Census Tract 16.01,099,4617,558,1588943,0
06099001603,Census Tract 16.03,099,6102,888,2581323,76096
06099001700,Census Tract 17,099,2327,437,1222656,0
06099001300,Census Tract 13,099,6911,723,3637676,0
06067005601,Census Tract 56.01,067,6122,912,2619543,0
06067004402,Census Tract 44.02,067,3979,667,1240514,0
06065042018,Census Tract 420.18,065,5980,698,2418432,0
06067004602,Census Tract 46.02,067,5643,752,1316727,0
06067004801,Census Tract 48.01,067,5963,534,1872201,0
06065030604,Census Tract 306.04,065,2962,694,6310355,0
06065041414,Census Tract 414.14,065,4120,915,5564242,29198
06065042630,Census Tract 426.30,065,6898,1760,1679336,0
06065043203,Census Tract 432.03,065,2394,406,90217962,10672
06065043518,Census Tract 435.18,065,5748,2025,3251640,0
06065043208,Census Tract 432.08,065,4562,682,1771143,0
06065043202,Census Tract 432.02,065,5861,744,2821660,0
06065042907,Census Tract 429.07,065,3844,874,22752736,173862
06065049702,Census Tract 497.02,065,5829,1278,79481717,93978
06065050501,Census Tract 505.01,065,6168,1374,1640421,0
06065043205,Census Tract 432.05,065,5722,912,1813393,0
06099001400,Census Tract 14,099,7669,883,2873308,0
06099001800,Census Tract 18,099,2043,323,2664912,16003
06099001900,Census Tract 19,099,5267,880,2847993,0
06099002002,Census Tract 20.02,099,3781,571,19041425,83126
06099002702,Census Tract 27.02,099,6951,697,2199423,28366
06099002802,Census Tract 28.02,099,7109,1027,92743089,532596
06059099417,Census Tract 994.17,059,5647,766,2574600,1049996
06059099504,Census Tract 995.04,059,3674,837,2310018,0
06067004802,Census Tract 48.02,067,5490,1423,1423401,0
06065042752,Census Tract 427.52,065,4868,557,7128029,86432
06067004904,Census Tract 49.04,067,6384,982,2477077,0
06067005201,Census Tract 52.01,067,3546,195,1877200,88547
06065043295,Census Tract 432.95,065,5421,798,3168894,15910
06065043204,Census Tract 432.04,065,8622,1392,5221464,0
06065043296,Census Tract 432.96,065,4579,1141,6651076,0
06065042750,Census Tract 427.50,065,3710,544,14799230,0
06065051401,Census Tract 514.01,065,3521,484,3936540,2271
06065042748,Census Tract 427.48,065,6028,753,6090231,597886
06065045234,Census Tract 452.34,065,5112,829,2449077,0
06065045129,Census Tract 451.29,065,5627,1089,6260306,75551
06065042749,Census Tract 427.49,065,4747,911,3297752,0
06065049701,Census Tract 497.01,065,3651,541,2511484,0
06065050702,Census Tract 507.02,065,4378,891,3414665,0
06065050401,Census Tract 504.01,065,4964,1061,2454371,0
06037135102,Census Tract 1351.02,037,4117,559,1653273,15192
06037135111,Census Tract 1351.11,037,3963,1174,1024852,14844
06099003909,Census Tract 39.09,099,5946,623,2535888,0
06099003905,Census Tract 39.05,099,4439,590,2364745,0
06059110006,Census Tract 1100.06,059,3026,484,1321237,26724
06059110008,Census Tract 1100.08,059,5036,969,1845722,0
06059110010,Census Tract 1100.10,059,4351,487,1295131,0
06059110011,Census Tract 1100.11,059,2988,310,1294106,0
06067005202,Census Tract 52.02,067,3451,415,1503522,348539
06099003906,Census Tract 39.06,099,5221,725,1296511,0
06099003907,Census Tract 39.07,099,7012,901,3690660,0
06099000506,Census Tract 5.06,099,5083,541,3895383,0
06075025200,Census Tract 252,075,5415,686,657048,0
06075025300,Census Tract 253,075,4302,931,403918,0
06075025402,Census Tract 254.02,075,2901,712,300995,0
06067005605,Census Tract 56.05,067,3512,576,1285824,0
06037910404,Census Tract 9104.04,037,4735,728,2574167,1936
06037910602,Census Tract 9106.02,037,4553,748,1998576,2002
06075025600,Census Tract 256,075,5419,673,577287,0
06067005702,Census Tract 57.02,067,4483,367,3285937,0
06067005606,Census Tract 56.06,067,4737,560,2602556,0
06067005701,Census Tract 57.01,067,3949,668,2621460,0
06067005801,Census Tract 58.01,067,5228,1030,2640616,0
06067002900,Census Tract 29,067,5155,912,2317592,0
06065041914,Census Tract 419.14,065,5638,725,19601465,0
06067003101,Census Tract 31.01,067,3560,855,1280466,0
06065050402,Census Tract 504.02,065,5250,763,1633407,0
06065050701,Census Tract 507.01,065,8910,1236,13399684,0
06065042751,Census Tract 427.51,065,6293,1439,2190030,0
06065050502,Census Tract 505.02,065,3502,471,1253148,0
06065050302,Census Tract 503.02,065,6395,1183,10215388,0
06065043210,Census Tract 432.10,065,4404,590,3923222,0
06065043209,Census Tract 432.09,065,3776,359,2231115,24987
06065050301,Census Tract 503.01,065,5966,925,1829374,0
06065049501,Census Tract 495.01,065,4530,534,1319223,0
06065046501,Census Tract 465.01,065,5829,202,3716721,16066
06065041601,Census Tract 416.01,065,2233,229,829717,0
06065049502,Census Tract 495.02,065,3663,1041,2205360,0
06065045708,Census Tract 457.08,065,4360,498,1788658,0
06065045619,Census Tract 456.19,065,4470,657,74793841,0
06065045616,Census Tract 456.16,065,1832,359,46317152,0
06065045612,Census Tract 456.12,065,4556,879,216982786,161912799
06065045610,Census Tract 456.10,065,4020,717,42696212,0
06065045617,Census Tract 456.17,065,2049,389,41766835,32133
06065044523,Census Tract 445.23,065,1858,466,28532042,0
06065045615,Census Tract 456.15,065,3050,620,44740458,0
06065045306,Census Tract 453.06,065,6226,928,3373729,0
06065045305,Census Tract 453.05,065,5344,1503,3155578,0
06065051402,Census Tract 514.02,065,3058,670,3641092,0
06065045709,Census Tract 457.09,065,4608,710,1699352,0
06059074701,Census Tract 747.01,059,7304,853,1048296,0
06059074702,Census Tract 747.02,059,5602,993,889147,0
06067002800,Census Tract 28,067,3035,548,924553,0
06067003102,Census Tract 31.02,067,3015,434,1154497,0
06065040619,Census Tract 406.19,065,5160,906,2106769,0
06065040617,Census Tract 406.17,065,7641,1392,2695855,0
06065040620,Census Tract 406.20,065,7383,581,2098234,0
06065040621,Census Tract 406.21,065,4042,592,1293749,0
06065042906,Census Tract 429.06,065,5804,1191,11321486,0
06065041915,Census Tract 419.15,065,9285,1193,50634562,0
06065047902,Census Tract 479.02,065,6671,768,6295244,0
06065042905,Census Tract 429.05,065,4719,1640,12479914,0
06065042908,Census Tract 429.08,065,4400,1049,5333741,0
06065043201,Census Tract 432.01,065,3555,489,2698900,0
06071012300,Census Tract 123,071,2575,306,963202,0
06071007104,Census Tract 71.04,071,3474,586,3660079,0
06059074602,Census Tract 746.02,059,7460,848,1009812,0
06059074802,Census Tract 748.02,059,5254,785,1129607,0
06059075303,Census Tract 753.03,059,3478,485,1367996,0
06059075401,Census Tract 754.01,059,4592,827,1420000,0
06059075403,Census Tract 754.03,059,8632,761,2498779,0
06059075404,Census Tract 754.04,059,7573,1146,1909804,0
06065042214,Census Tract 422.14,065,7679,1040,26848829,0
06037135202,Census Tract 1352.02,037,4578,725,1762594,0
06065042004,Census Tract 420.04,065,4861,1495,5671296,0
06065046403,Census Tract 464.03,065,7061,1197,7378916,153164
06065042206,Census Tract 422.06,065,6517,674,2798874,0
06065040302,Census Tract 403.02,065,9812,1325,5738397,0
06065042003,Census Tract 420.03,065,6204,793,11544706,0
06065041806,Census Tract 418.06,065,4794,881,1596497,0
06065042213,Census Tract 422.13,065,3681,422,2844254,0
06037910707,Census Tract 9107.07,037,5615,541,6663464,55480
06059087503,Census Tract 875.03,059,6148,1006,1944383,0
06065041909,Census Tract 419.09,065,5532,876,8722647,558502
06065043005,Census Tract 430.05,065,5709,759,14752051,0
06065042207,Census Tract 422.07,065,2655,494,2488593,0
06065042008,Census Tract 420.08,065,8929,868,43826437,10906247
06067005002,Census Tract 50.02,067,7176,939,3064824,0
06067004906,Census Tract 49.06,067,3506,394,958392,0
06067005101,Census Tract 51.01,067,5611,811,2046678,0
06111007403,Census Tract 74.03,111,5717,1068,3707700,0
06111007201,Census Tract 72.01,111,3779,728,3773911,0
06111007505,Census Tract 75.05,111,3217,334,1542295,27801
06111007507,Census Tract 75.07,111,7056,1027,8962277,918319
06059087504,Census Tract 875.04,059,6531,892,946681,0
06059087601,Census Tract 876.01,059,4720,620,1319086,0
06059087602,Census Tract 876.02,059,8122,1577,1981658,0
06059087701,Census Tract 877.01,059,5531,904,1305912,0
06059087703,Census Tract 877.03,059,6598,973,1308341,0
06059089003,Census Tract 890.03,059,4464,565,1303038,0
06059089004,Census Tract 890.04,059,7038,934,1292839,0
06099002004,Census Tract 20.04,099,7127,786,3133725,12883
06059089102,Census Tract 891.02,059,6834,871,1695227,0
06059089104,Census Tract 891.04,059,4829,628,815347,0
06059089105,Census Tract 891.05,059,6128,721,1248016,0
06065041703,Census Tract 417.03,065,6125,714,977552,0
06065041500,Census Tract 415,065,3846,563,14041354,46542
06065044807,Census Tract 448.07,065,1320,241,90885747,0
06065046401,Census Tract 464.01,065,4118,857,202328420,0
06065042401,Census Tract 424.01,065,2056,203,21115395,0
06065043802,Census Tract 438.02,065,7412,493,6351233,0
06065042208,Census Tract 422.08,065,3093,661,1915959,0
06065030603,Census Tract 306.03,065,3159,317,3562203,0
06065041904,Census Tract 419.04,065,4953,620,3867241,0
06065043701,Census Tract 437.01,065,4491,643,20037234,0
06065046405,Census Tract 464.05,065,4305,564,4196708,0
06065043509,Census Tract 435.09,065,5794,595,8096850,138480
06065042521,Census Tract 425.21,065,5111,579,1619378,0
06067002200,Census Tract 22,067,4724,734,2396409,333996
06099002100,Census Tract 21,099,3245,679,4790363,194174
06075025800,Census Tract 258,075,1603,374,250923,0
06059099508,Census Tract 995.08,059,5210,853,1214990,0
06059099509,Census Tract 995.09,059,3514,265,1124538,0
06059099506,Census Tract 995.06,059,873,302,590565,2120898
06065042412,Census Tract 424.12,065,4818,583,51043581,0
06065042005,Census Tract 420.05,065,5471,607,9811628,0
06065045900,Census Tract 459,065,1644,389,273579588,298988
06065040902,Census Tract 409.02,065,5166,454,7661698,0
06065044507,Census Tract 445.07,065,6866,1019,10576110,0
06065043809,Census Tract 438.09,065,7623,1103,22345697,0
06067004008,Census Tract 40.08,067,3285,245,1580374,90367
06067004011,Census Tract 40.11,067,3162,390,1109885,113516
06099002803,Census Tract 28.03,099,2999,477,2128659,8084
06075025900,Census Tract 259,075,4034,566,692401,81108
06075026002,Census Tract 260.02,075,3641,389,357875,0
06075026004,Census Tract 260.04,075,3840,421,336229,0
06075020500,Census Tract 205,075,2789,453,276896,0
06075061000,Census Tract 610,075,4295,578,2168909,864826
06037533402,Census Tract 5334.02,037,3894,535,485626,0
06037533501,Census Tract 5335.01,037,2674,435,422242,0
06037576503,Census Tract 5765.03,037,3715,387,311783,0
06059110012,Census Tract 1100.12,059,5000,468,2368365,0
06059110014,Census Tract 1100.14,059,4831,511,666207,0
06059110202,Census Tract 1102.02,059,7632,1062,1319013,0
06067003400,Census Tract 34,067,4617,634,2256396,34205
06067003300,Census Tract 33,067,4773,578,2377878,0
06067003502,Census Tract 35.02,067,2977,374,1260332,0
06065046402,Census Tract 464.02,065,5663,1309,2460078,6220564
06065030200,Census Tract 302,065,4507,512,5074361,535960
06065040201,Census Tract 402.01,065,7236,1452,7876351,689986
06065044300,Census Tract 443,065,4763,610,5402396,0
06065042209,Census Tract 422.09,065,4301,544,5564142,9589
06065040701,Census Tract 407.01,065,2473,462,3515224,315236
06065040606,Census Tract 406.06,065,3460,614,2611019,0
06065031701,Census Tract 317.01,065,3407,702,15989793,77627
06065044904,Census Tract 449.04,065,5709,606,34040324,0
06059110304,Census Tract 1103.04,059,4398,1080,1317911,0
06059110401,Census Tract 1104.01,059,4961,482,2270528,0
06059110402,Census Tract 1104.02,059,5847,811,1961244,0
06065043222,Census Tract 432.22,065,5154,850,8743822,17777
06065043001,Census Tract 430.01,065,13365,1495,14072393,7946825
06065030602,Census Tract 306.02,065,3693,498,3295294,0
06065042509,Census Tract 425.09,065,3215,407,1294061,0
06065041003,Census Tract 410.03,065,2692,498,1847604,0
06065041004,Census Tract 410.04,065,4579,562,9887947,379537
06065042009,Census Tract 420.09,065,8006,1155,11829143,0
06065040502,Census Tract 405.02,065,6402,1207,8960824,0
06059075405,Census Tract 754.05,059,3082,331,884096,0
06059075505,Census Tract 755.05,059,3458,410,1676733,0
06059075506,Census Tract 755.06,059,3251,414,1320962,0
06059075507,Census Tract 755.07,059,5322,600,1270775,0
06059075513,Census Tract 755.13,059,4734,620,663874,0
06059075514,Census Tract 755.14,059,3427,448,511565,0
06067003700,Census Tract 37,067,4657,767,1427626,0
06067003800,Census Tract 38,067,5034,656,4898252,0
06037920015,Census Tract 9200.15,037,6119,818,8572852,0
06111007508,Census Tract 75.08,111,3890,776,1723654,0
06059076201,Census Tract 762.01,059,7589,982,2324315,1295
06059087704,Census Tract 877.04,059,5033,553,1329318,0
06065043298,Census Tract 432.98,065,5020,1042,2022563,0
06065043319,Census Tract 433.19,065,6779,962,25186391,0
06065043292,Census Tract 432.92,065,5307,1205,109451377,3221178
06065043297,Census Tract 432.97,065,11415,1121,33162165,0
06065043294,Census Tract 432.94,065,4747,995,3104809,0
06065043293,Census Tract 432.93,065,3132,744,160745964,1041803
06065042802,Census Tract 428.02,065,6040,673,3156976,0
06065041415,Census Tract 414.15,065,4210,681,30462863,24520
06065047901,Census Tract 479.01,065,4820,586,1878592,0
06065043207,Census Tract 432.07,065,4969,805,2076107,0
06065042747,Census Tract 427.47,065,4305,765,3757336,0
06065043318,Census Tract 433.18,065,5617,2014,1814628,0
06065042801,Census Tract 428.01,065,4686,1122,2311032,0
06065041413,Census Tract 414.13,065,6023,499,6146769,0
06065044407,Census Tract 444.07,065,3140,557,487848694,1444050
06065043520,Census Tract 435.20,065,2350,377,6149188,0
06065042628,Census Tract 426.28,065,4911,824,1164481,0
06065042746,Census Tract 427.46,065,4583,583,863404,0
06065042626,Census Tract 426.26,065,9385,1273,16910559,32157
06065042627,Census Tract 426.27,065,4978,581,1157351,11245
06065041602,Census Tract 416.02,065,4127,927,2444265,816
06065042015,Census Tract 420.15,065,5810,1009,1829996,0
06065042016,Census Tract 420.16,065,2324,322,1131919,0
06065042017,Census Tract 420.17,065,3759,722,1469278,0
06037920016,Census Tract 9200.16,037,5345,1172,2118515,0
06037920017,Census Tract 9200.17,037,4315,552,2068708,8391
06037920018,Census Tract 9200.18,037,1892,319,967510,0
06059087801,Census Tract 878.01,059,4982,472,1293885,0
06067002100,Census Tract 21,067,2711,420,1451239,89475
06059099202,Census Tract 992.02,059,7171,681,1790248,0
06059099203,Census Tract 992.03,059,5580,874,1274921,0
06037134710,Census Tract 1347.10,037,5198,654,566354,4275
06099002901,Census Tract 29.01,099,5099,521,310481228,13846924
06075026100,Census Tract 261,075,6811,906,751208,0
06059074003,Census Tract 740.03,059,3613,456,3600732,17402
06059099243,Census Tract 992.43,059,4086,559,1262995,0
06059099244,Census Tract 992.44,059,3782,304,1303560,0
06059099510,Census Tract 995.10,059,4117,402,1318408,0
06059110203,Census Tract 1102.03,059,5667,739,1287023,0
06059110301,Census Tract 1103.01,059,7267,1062,1835529,0
06059110302,Census Tract 1103.02,059,6344,1014,2189908,0
06059110500,Census Tract 1105,059,8530,800,4589289,23818
06059110603,Census Tract 1106.03,059,8421,967,1885183,0
06059110604,Census Tract 1106.04,059,9200,1570,3508189,40511
06059110605,Census Tract 1106.05,059,6009,1019,2367598,0
06015000202,Census Tract 2.02,015,3453,471,2083657688,12922708
06059001201,Census Tract 12.01,059,5287,678,872418,0
06059063500,Census Tract 635,059,5499,1019,1621161,2297385
06059063601,Census Tract 636.01,059,4308,759,1822990,9666
06059063603,Census Tract 636.03,059,5657,765,3749349,0
06015000101,Census Tract 1.01,015,3903,256,2652933,4497442
06015000203,Census Tract 2.03,015,1024,212,368732963,35058418
06015000201,Census Tract 2.01,015,5589,493,91998710,20320654
06015000102,Census Tract 1.02,015,3780,538,22349060,1263326
06111002600,Census Tract 26,111,3275,633,1360149,0
06059075603,Census Tract 756.03,059,4224,486,1618988,0
06059075606,Census Tract 756.06,059,6200,763,5396337,0
06059076202,Census Tract 762.02,059,5566,577,2162903,0
06059076204,Census Tract 762.04,059,4267,387,6542901,965
06059076205,Census Tract 762.05,059,6706,623,1780649,0
06037700901,Census Tract 7009.01,037,4155,757,1053659,0
06037700902,Census Tract 7009.02,037,6430,781,954427,0
06037701000,Census Tract 7010,037,5078,622,1422538,0
06037701201,Census Tract 7012.01,037,3730,332,1941996,0
06037701202,Census Tract 7012.02,037,3203,418,404719,0
06059087803,Census Tract 878.03,059,6339,997,1304964,0
06059087805,Census Tract 878.05,059,6390,496,1308879,0
06059087806,Census Tract 878.06,059,5753,683,1219248,0
06059087802,Census Tract 878.02,059,8659,1693,1293202,0
06059099204,Census Tract 992.04,059,5641,1094,1284180,0
06037702400,Census Tract 7024,037,4867,618,1982236,16494
06037900602,Census Tract 9006.02,037,5367,736,5142796,0
06059099212,Census Tract 992.12,059,5329,939,1278549,0
06059099214,Census Tract 992.14,059,3424,392,1302664,2159
06059099245,Census Tract 992.45,059,2497,233,1280687,0
06099003002,Census Tract 30.02,099,7191,1022,23950115,0
06113010508,Census Tract 105.08,113,2344,345,2466748,61756
06059099511,Census Tract 995.11,059,2681,361,944442,1356526
06037134302,Census Tract 1343.02,037,4172,637,1299631,7244
06037134303,Census Tract 1343.03,037,5398,586,1570731,14226
06037134304,Census Tract 1343.04,037,2895,255,1020442,0
06037134421,Census Tract 1344.21,037,4238,601,2134568,0
06099003100,Census Tract 31,099,3795,599,153737873,5527915
06059110102,Census Tract 1101.02,059,5772,498,1530689,1445
06055200900,Census Tract 2009,055,216,58,4863038,192592
06055201300,Census Tract 2013,055,3348,18,3857833,6876
06059062639,Census Tract 626.39,059,8624,1012,1746295,0
06059110607,Census Tract 1106.07,059,3979,488,1259264,0
06059062637,Census Tract 626.37,059,5585,708,1608194,0
06059074801,Census Tract 748.01,059,5078,916,871628,0
06059075809,Census Tract 758.09,059,3260,426,3253413,0
06059110606,Census Tract 1106.06,059,4062,474,1039049,1099
06055202000,Census Tract 2020,055,5111,21,6679881,46827
06055201800,Census Tract 2018,055,1343,283,683939921,79945346
06075060400,Census Tract 604,075,1935,413,4422352,2420402
06059063605,Census Tract 636.05,059,6044,901,1035434,0
06059063701,Census Tract 637.01,059,5724,911,781939,0
06059063702,Census Tract 637.02,059,5754,836,1312181,0
06059063802,Census Tract 638.02,059,3078,558,1227221,0
06111004400,Census Tract 44,111,7304,898,1930180,424961
06111007607,Census Tract 76.07,111,6240,885,7812905,73274
06111005906,Census Tract 59.06,111,6531,865,12747417,42009
06111001204,Census Tract 12.04,111,2579,365,120954476,21002
06111008402,Census Tract 84.02,111,5211,423,32197814,98588
06111008304,Census Tract 83.04,111,4942,708,3564273,32836
06111007800,Census Tract 78,111,4783,666,1570284,87143
06111006301,Census Tract 63.01,111,6019,859,10097412,0
06027000200,Census Tract 2,027,1820,223,1051934510,11433755
06027000500,Census Tract 5,027,2471,265,6774938519,22267577
06027000100,Census Tract 1,027,3130,372,818493002,1905386
06027000400,Census Tract 4,027,6061,337,9621588,13948
06067007206,Census Tract 72.06,067,4128,520,18699122,0
06067007207,Census Tract 72.07,067,4674,763,8956049,0
06067005803,Census Tract 58.03,067,3673,562,3570159,351882
06067005804,Census Tract 58.04,067,2512,255,2578899,325415
06077004204,Census Tract 42.04,077,2694,299,1533580,0
06077004302,Census Tract 43.02,077,6563,689,2263066,0
06077004305,Census Tract 43.05,077,5518,853,2206631,73250
06077004402,Census Tract 44.02,077,6069,1030,4346359,0
06077005003,Census Tract 50.03,077,6709,640,70232813,153400
06059076206,Census Tract 762.06,059,5985,979,1904998,0
06067007204,Census Tract 72.04,067,6119,1038,8097463,0
06067007209,Census Tract 72.09,067,3871,573,2567007,0
06067007402,Census Tract 74.02,067,7617,1272,2808779,0
06067007403,Census Tract 74.03,067,4959,908,2218291,0
06067007208,Census Tract 72.08,067,4601,476,7820336,0
06059088001,Census Tract 880.01,059,4348,469,1310280,0
06059088002,Census Tract 880.02,059,4077,763,1201380,0
06067007413,Census Tract 74.13,067,6363,881,5486061,192933
06067007414,Census Tract 74.14,067,4335,624,1437532,0
06067007416,Census Tract 74.16,067,4154,501,1189012,0
06059099215,Census Tract 992.15,059,5962,687,1289356,19424
06059099216,Census Tract 992.16,059,4047,433,1689659,0
06059099217,Census Tract 992.17,059,2330,363,1212284,0
06059099220,Census Tract 992.20,059,5512,822,2826187,1094799
06059099222,Census Tract 992.22,059,5542,1016,1300790,0
06037920029,Census Tract 9200.29,037,3317,510,2429304,1516
06037920031,Census Tract 9200.31,037,6371,1038,6760188,1241
06059099512,Census Tract 995.12,059,3237,243,616510,1505
06067007417,Census Tract 74.17,067,3850,497,2459058,0
06037701302,Census Tract 7013.02,037,4789,538,456090,0
06037701501,Census Tract 7015.01,037,5082,600,617473,0
06037701502,Census Tract 7015.02,037,3855,419,610194,0
06037701601,Census Tract 7016.01,037,4051,562,1216991,3025
06037701602,Census Tract 7016.02,037,4438,678,660538,0
06037701701,Census Tract 7017.01,037,3454,567,656547,0
06107001501,Census Tract 15.01,107,4938,692,7838355,0
06059099513,Census Tract 995.13,059,1932,368,695406,329176
06059099514,Census Tract 995.14,059,5040,686,1827586,634366
06059099601,Census Tract 996.01,059,7200,971,3240337,0
06059099602,Census Tract 996.02,059,3077,370,1328217,0
06037702501,Census Tract 7025.01,037,4708,485,1333949,9885
06037702502,Census Tract 7025.02,037,4287,451,1799487,16889
06037702600,Census Tract 7026,037,6070,692,2163334,10471
06037702700,Census Tract 7027,037,3257,514,1339404,11605
06037702802,Census Tract 7028.02,037,2151,324,610045,0
06059110303,Census Tract 1103.03,059,4842,485,1284071,0
06037702803,Census Tract 7028.03,037,3065,388,847101,224
06075026301,Census Tract 263.01,075,5019,755,367744,0
06075026302,Census Tract 263.02,075,4302,572,750766,0
06059063803,Census Tract 638.03,059,4214,570,2672960,0
06059063805,Census Tract 638.05,059,2541,357,1006485,0
06055200201,Census Tract 2002.01,055,3565,559,1394893,0
06037900606,Census Tract 9006.06,037,4325,1096,1743037,0
06059063807,Census Tract 638.07,059,5182,806,2610712,0
06059074300,Census Tract 743,059,3783,412,520237,0
06059074403,Census Tract 744.03,059,4987,588,4457196,0
06055200202,Census Tract 2002.02,055,2084,459,1008487,24848
06055200203,Census Tract 2002.03,055,2003,242,810377,38997
06055200501,Census Tract 2005.01,055,5441,703,1971340,0
06059076208,Census Tract 762.08,059,5811,734,2178433,0
06059086301,Census Tract 863.01,059,6725,819,1861089,0
06059086304,Census Tract 863.04,059,4509,514,1278528,0
06059086305,Census Tract 863.05,059,4263,1149,1454213,0
06059086306,Census Tract 863.06,059,4103,561,1522813,352046
06077005001,Census Tract 50.01,077,6459,573,5446330,377318
06059088101,Census Tract 881.01,059,2063,321,3479442,0
06059088104,Census Tract 881.04,059,4609,590,1116585,0
06059088105,Census Tract 881.05,059,4519,791,1250442,0
06059088106,Census Tract 881.06,059,5550,772,1123083,0
06055200503,Census Tract 2005.03,055,1444,257,1315607,46889
