relationship_id,article_id,date,url,normalized_url,domain,publisher,title,description,language,author,gkg_record_id,location_type,location_name,country_code,adm1_code,adm2_code,latitude,longitude,feature_id,character_offset,gkg_location_source,coc_number,coc_name,coc_mapping_method
23711,gdelt_gal_a84abc10a8f25c6a3bd73868,2024-11-02 10:00:37+00:00,https://www.latimes.com/california/story/2024-11-02/poll-la-county-measure-a-sales-tax-for-homeless-services,https://www.latimes.com/california/story/2024-11-02/poll-la-county-measure-a-sales-tax-for-homeless-services,latimes.com,Los Angeles Times,'It's close': Half of voters polled favor L.A. County Measure A sales tax for homeless services,"A measure that would double L.A. County’s quarter-percent homeless sales tax is closing in on the majority it needs to pass, a poll of likely voters found.",en,,20241102103000-232,3,"Los Angeles County, California, United States",US,USCA,CA037,34.3667,-118.201,277283,204,GDELT GKG V2Locations,CA-606,Long Beach CoC,county_polygon_multiple_cocs
23712,gdelt_gal_a84abc10a8f25c6a3bd73868,2024-11-02 10:00:37+00:00,https://www.latimes.com/california/story/2024-11-02/poll-la-county-measure-a-sales-tax-for-homeless-services,https://www.latimes.com/california/story/2024-11-02/poll-la-county-measure-a-sales-tax-for-homeless-services,latimes.com,Los Angeles Times,'It's close': Half of voters polled favor L.A. County Measure A sales tax for homeless services,"A measure that would double L.A. County’s quarter-percent homeless sales tax is closing in on the majority it needs to pass, a poll of likely voters found.",en,,20241102103000-232,3,"Los Angeles County, California, United States",US,USCA,CA037,34.3667,-118.201,277283,204,GDELT GKG V2Locations,CA-612,Glendale CoC,county_polygon_multiple_cocs
23713,gdelt_gal_a84abc10a8f25c6a3bd73868,2024-11-02 10:00:37+00:00,https://www.latimes.com/california/story/2024-11-02/poll-la-county-measure-a-sales-tax-for-homeless-services,https://www.latimes.com/california/story/2024-11-02/poll-la-county-measure-a-sales-tax-for-homeless-services,latimes.com,Los Angeles Times,'It's close': Half of voters polled favor L.A. County Measure A sales tax for homeless services,"A measure that would double L.A. County’s quarter-percent homeless sales tax is closing in on the majority it needs to pass, a poll of likely voters found.",en,,20241102103000-232,3,"Los Angeles County, California, United States",US,USCA,CA037,34.3667,-118.201,277283,204,GDELT GKG V2Locations,CA-607,Pasadena CoC,county_polygon_multiple_cocs
23714,gdelt_gal_a84abc10a8f25c6a3bd73868,2024-11-02 10:00:37+00:00,https://www.latimes.com/california/story/2024-11-02/poll-la-county-measure-a-sales-tax-for-homeless-services,https://www.latimes.com/california/story/2024-11-02/poll-la-county-measure-a-sales-tax-for-homeless-services,latimes.com,Los Angeles Times,'It's close': Half of voters polled favor L.A. County Measure A sales tax for homeless services,"A measure that would double L.A. County’s quarter-percent homeless sales tax is closing in on the majority it needs to pass, a poll of likely voters found.",en,,20241102103000-232,3,"Berkeley, California, United States",US,USCA,CA001,37.8716,-122.273,1658037,356,GDELT GKG V2Locations,CA-502,"Oakland, Berkeley/Alameda County CoC",gkg_point_in_coc
23715,gdelt_gal_2eaf9036a2bc566bb8ac2b29,2024-11-02 10:46:00+00:00,https://www.yahoo.com/news/close-half-voters-polled-favor-100037150.html,https://www.yahoo.com/news/close-half-voters-polled-favor-100037150.html,yahoo.com,Yahoo News,'It's close': Half of voters polled favor L.A. County Measure A sales tax for homeless services,"A measure that would double L.A. County's quarter-percent homeless sales tax is closing in on the majority it needs to pass, a poll of likely voters found.",en,,20241102110000-472,3,"Los Angeles, California, United States",US,USCA,CA037,34.0522,-118.244,1662328,197,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
23716,gdelt_gal_2eaf9036a2bc566bb8ac2b29,2024-11-02 10:46:00+00:00,https://www.yahoo.com/news/close-half-voters-polled-favor-100037150.html,https://www.yahoo.com/news/close-half-voters-polled-favor-100037150.html,yahoo.com,Yahoo News,'It's close': Half of voters polled favor L.A. County Measure A sales tax for homeless services,"A measure that would double L.A. County's quarter-percent homeless sales tax is closing in on the majority it needs to pass, a poll of likely voters found.",en,,20241102110000-472,3,"Berkeley, California, United States",US,USCA,CA001,37.8716,-122.273,1658037,371,GDELT GKG V2Locations,CA-502,"Oakland, Berkeley/Alameda County CoC",gkg_point_in_coc
23717,gdelt_gal_e262d38c12499641f78c340c,2024-11-02 12:00:43+00:00,https://www.sandiegouniontribune.com/2024/11/02/vista-rv-park-residents-face-possible-homelessness-before-christmas/,https://www.sandiegouniontribune.com/2024/11/02/vista-rv-park-residents-face-possible-homelessness-before-christmas,sandiegouniontribune.com,San Diego Union-Tribune,Vista RV park residents face possible homelessness before Christmas,Owners order Green Oak Ranch property cleared to make way for homeless services provider Solutions for Change,en,,20241102131500-691,3,"Oak Ranch, California, United States",US,USCA,CA091,39.5955,-120.867,264292,393,GDELT GKG V2Locations,CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",gkg_point_in_coc
23718,gdelt_gal_e262d38c12499641f78c340c,2024-11-02 12:00:43+00:00,https://www.sandiegouniontribune.com/2024/11/02/vista-rv-park-residents-face-possible-homelessness-before-christmas/,https://www.sandiegouniontribune.com/2024/11/02/vista-rv-park-residents-face-possible-homelessness-before-christmas,sandiegouniontribune.com,San Diego Union-Tribune,Vista RV park residents face possible homelessness before Christmas,Owners order Green Oak Ranch property cleared to make way for homeless services provider Solutions for Change,en,,20241102131500-691,3,"San Diego, California, United States",US,USCA,CA073,32.7153,-117.157,1661377,1343,GDELT GKG V2Locations,CA-601,San Diego City and County CoC,gkg_point_in_coc
23719,gdelt_gal_37f7f7b6061d2efd17819ab4,2024-11-02 13:00:26+00:00,https://www.sgvtribune.com/2024/11/02/norwalk-pushes-back-on-newsoms-office-la-county-touts-history-of-homeless-outreach-work/,https://www.sgvtribune.com/2024/11/02/norwalk-pushes-back-on-newsoms-office-la-county-touts-history-of-homeless-outreach-work,sgvtribune.com,San Gabriel Valley Tribune,"Norwalk pushes back on Newsom’s office, LA County; touts history of homeless outreach work",The city of Norwalk has been the focus of criticism from Gov. Gavin Newsom and the state. Now the city is responding to defend itself.,en,,20241102133000-708,3,"Huntington Beach, California, United States",US,USCA,CA059,33.6603,-117.999,1652724,2973,GDELT GKG V2Locations,CA-602,"Santa Ana, Anaheim/Orange County CoC",gkg_point_in_coc
23720,gdelt_gal_37f7f7b6061d2efd17819ab4,2024-11-02 13:00:26+00:00,https://www.sgvtribune.com/2024/11/02/norwalk-pushes-back-on-newsoms-office-la-county-touts-history-of-homeless-outreach-work/,https://www.sgvtribune.com/2024/11/02/norwalk-pushes-back-on-newsoms-office-la-county-touts-history-of-homeless-outreach-work,sgvtribune.com,San Gabriel Valley Tribune,"Norwalk pushes back on Newsom’s office, LA County; touts history of homeless outreach work",The city of Norwalk has been the focus of criticism from Gov. Gavin Newsom and the state. Now the city is responding to defend itself.,en,,20241102133000-708,3,"Los Angeles, California, United States",US,USCA,CA037,34.0522,-118.244,1662328,3088,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
23721,gdelt_gal_37f7f7b6061d2efd17819ab4,2024-11-02 13:00:26+00:00,https://www.sgvtribune.com/2024/11/02/norwalk-pushes-back-on-newsoms-office-la-county-touts-history-of-homeless-outreach-work/,https://www.sgvtribune.com/2024/11/02/norwalk-pushes-back-on-newsoms-office-la-county-touts-history-of-homeless-outreach-work,sgvtribune.com,San Gabriel Valley Tribune,"Norwalk pushes back on Newsom’s office, LA County; touts history of homeless outreach work",The city of Norwalk has been the focus of criticism from Gov. Gavin Newsom and the state. Now the city is responding to defend itself.,en,,20241102133000-708,3,"Saddleback, California, United States",US,USCA,CA055,38.5969,-122.536,232108,4379,GDELT GKG V2Locations,CA-517,Napa City & County CoC,gkg_point_in_coc
23722,gdelt_gal_cfa64b0d9c26c4f769aed3f3,2024-11-02 13:00:26+00:00,https://www.whittierdailynews.com/2024/11/02/norwalk-pushes-back-on-newsoms-office-la-county-touts-history-of-homeless-outreach-work/,https://www.whittierdailynews.com/2024/11/02/norwalk-pushes-back-on-newsoms-office-la-county-touts-history-of-homeless-outreach-work,whittierdailynews.com,Whittier Daily News,"Norwalk pushes back on Newsom’s office, LA County; touts history of homeless outreach work",The city of Norwalk has been the focus of criticism from Gov. Gavin Newsom and the state. Now the city is responding to defend itself.,en,,20241102171500-97,3,"Huntington Beach, California, United States",US,USCA,CA059,33.6603,-117.999,1652724,2973,GDELT GKG V2Locations,CA-602,"Santa Ana, Anaheim/Orange County CoC",gkg_point_in_coc
23723,gdelt_gal_cfa64b0d9c26c4f769aed3f3,2024-11-02 13:00:26+00:00,https://www.whittierdailynews.com/2024/11/02/norwalk-pushes-back-on-newsoms-office-la-county-touts-history-of-homeless-outreach-work/,https://www.whittierdailynews.com/2024/11/02/norwalk-pushes-back-on-newsoms-office-la-county-touts-history-of-homeless-outreach-work,whittierdailynews.com,Whittier Daily News,"Norwalk pushes back on Newsom’s office, LA County; touts history of homeless outreach work",The city of Norwalk has been the focus of criticism from Gov. Gavin Newsom and the state. Now the city is responding to defend itself.,en,,20241102171500-97,3,"Los Angeles, California, United States",US,USCA,CA037,34.0522,-118.244,1662328,3088,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
23724,gdelt_gal_cfa64b0d9c26c4f769aed3f3,2024-11-02 13:00:26+00:00,https://www.whittierdailynews.com/2024/11/02/norwalk-pushes-back-on-newsoms-office-la-county-touts-history-of-homeless-outreach-work/,https://www.whittierdailynews.com/2024/11/02/norwalk-pushes-back-on-newsoms-office-la-county-touts-history-of-homeless-outreach-work,whittierdailynews.com,Whittier Daily News,"Norwalk pushes back on Newsom’s office, LA County; touts history of homeless outreach work",The city of Norwalk has been the focus of criticism from Gov. Gavin Newsom and the state. Now the city is responding to defend itself.,en,,20241102171500-97,3,"Saddleback, California, United States",US,USCA,CA055,38.5969,-122.536,232108,4379,GDELT GKG V2Locations,CA-517,Napa City & County CoC,gkg_point_in_coc
23725,gdelt_gal_e26c3022c33f6fbcf1afc5b1,2024-11-02 13:00:26+00:00,https://www.presstelegram.com/2024/11/02/norwalk-pushes-back-on-newsoms-office-la-county-touts-history-of-homeless-outreach-work/,https://www.presstelegram.com/2024/11/02/norwalk-pushes-back-on-newsoms-office-la-county-touts-history-of-homeless-outreach-work,presstelegram.com,Press Telegram,"Norwalk pushes back on Newsom’s office, LA County; touts history of homeless outreach work",The city of Norwalk has been the focus of criticism from Gov. Gavin Newsom and the state. Now the city is responding to defend itself.,en,,20241103210000-403,3,"Huntington Beach, California, United States",US,USCA,CA059,33.6603,-117.999,1652724,2973,GDELT GKG V2Locations,CA-602,"Santa Ana, Anaheim/Orange County CoC",gkg_point_in_coc
23726,gdelt_gal_e26c3022c33f6fbcf1afc5b1,2024-11-02 13:00:26+00:00,https://www.presstelegram.com/2024/11/02/norwalk-pushes-back-on-newsoms-office-la-county-touts-history-of-homeless-outreach-work/,https://www.presstelegram.com/2024/11/02/norwalk-pushes-back-on-newsoms-office-la-county-touts-history-of-homeless-outreach-work,presstelegram.com,Press Telegram,"Norwalk pushes back on Newsom’s office, LA County; touts history of homeless outreach work",The city of Norwalk has been the focus of criticism from Gov. Gavin Newsom and the state. Now the city is responding to defend itself.,en,,20241103210000-403,3,"Los Angeles, California, United States",US,USCA,CA037,34.0522,-118.244,1662328,3088,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
23727,gdelt_gal_e26c3022c33f6fbcf1afc5b1,2024-11-02 13:00:26+00:00,https://www.presstelegram.com/2024/11/02/norwalk-pushes-back-on-newsoms-office-la-county-touts-history-of-homeless-outreach-work/,https://www.presstelegram.com/2024/11/02/norwalk-pushes-back-on-newsoms-office-la-county-touts-history-of-homeless-outreach-work,presstelegram.com,Press Telegram,"Norwalk pushes back on Newsom’s office, LA County; touts history of homeless outreach work",The city of Norwalk has been the focus of criticism from Gov. Gavin Newsom and the state. Now the city is responding to defend itself.,en,,20241103210000-403,3,"Saddleback, California, United States",US,USCA,CA055,38.5969,-122.536,232108,4379,GDELT GKG V2Locations,CA-517,Napa City & County CoC,gkg_point_in_coc
23728,gdelt_gal_24af41464d6c7b3ee747bc25,2024-11-03 01:48:05+00:00,https://telegrafi.com/en/historia-tragjike-e-loni-willison-modelja-qe-dikur-ishte-gruaja-e-nje-ylli-te-hollywoodit-dhe-zbukuronte-kopertinat-e-revistave-tani-e-pastrehe-qe-mbledh-kanace-rrugeve/,https://telegrafi.com/en/historia-tragjike-e-loni-willison-modelja-qe-dikur-ishte-gruaja-e-nje-ylli-te-hollywoodit-dhe-zbukuronte-kopertinat-e-revistave-tani-e-pastrehe-qe-mbledh-kanace-rrugeve,telegrafi.com,Telegrafi,"The tragic story of Loni Willison: The model who was once the wife of a Hollywood star and graced the covers of magazines, is now homeless collecting cans on the streets","Married to a Hollywood star and a regular face on the covers of fitness magazines, to the outside world it looked like Loni Willison had the perfect life. But her picture-perfect life wasn't what it seemed, and now the 40-year-old former model is living on the streets of Los Angeles, ...",en,,20241103020000-552,3,"Hollywood, California, United States",US,USCA,CA037,34.0983,-118.327,1660757,22,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
23729,gdelt_gal_24af41464d6c7b3ee747bc25,2024-11-03 01:48:05+00:00,https://telegrafi.com/en/historia-tragjike-e-loni-willison-modelja-qe-dikur-ishte-gruaja-e-nje-ylli-te-hollywoodit-dhe-zbukuronte-kopertinat-e-revistave-tani-e-pastrehe-qe-mbledh-kanace-rrugeve/,https://telegrafi.com/en/historia-tragjike-e-loni-willison-modelja-qe-dikur-ishte-gruaja-e-nje-ylli-te-hollywoodit-dhe-zbukuronte-kopertinat-e-revistave-tani-e-pastrehe-qe-mbledh-kanace-rrugeve,telegrafi.com,Telegrafi,"The tragic story of Loni Willison: The model who was once the wife of a Hollywood star and graced the covers of magazines, is now homeless collecting cans on the streets","Married to a Hollywood star and a regular face on the covers of fitness magazines, to the outside world it looked like Loni Willison had the perfect life. But her picture-perfect life wasn't what it seemed, and now the 40-year-old former model is living on the streets of Los Angeles, ...",en,,20241103020000-552,3,"Venice Beach, California, United States",US,USCA,CA081,37.4797,-122.451,237043,5818,GDELT GKG V2Locations,CA-512,Daly City/San Mateo County CoC,gkg_point_in_coc
