relationship_id,article_id,date,url,normalized_url,domain,publisher,title,description,language,author,gkg_record_id,location_type,location_name,country_code,adm1_code,adm2_code,latitude,longitude,feature_id,character_offset,gkg_location_source,coc_number,coc_name,coc_mapping_method
12268,gdelt_gal_5b63c61f824766fc01dafc37,2024-06-08 18:47:00+00:00,https://www.yahoo.com/news/los-angeles-city-council-president-174154537.html,https://www.yahoo.com/news/los-angeles-city-council-president-174154537.html,yahoo.com,Yahoo News,Los Angeles city council president says video shows neighboring city officers abandoning homeless person outside his office,The Los Angeles City Council president says surveillance video taken from outside his district office in North Hollywood on Thursday shows officers from another city’s police department dropping a homeless person off on the sidewalk and “abandoning” him there and has called for a state investigation of the incident.,en,,20240608190000-674,3,"Tujunga, California, United States",US,USCA,CA037,34.2522,-118.288,250657,1684,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
12269,gdelt_gal_7619059cbdca9f8dee3a7c7a,2024-06-08 19:48:30+00:00,https://1310kfka.com/abc-news/u-s-news/06/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office/,https://1310kfka.com/abc-news/u-s-news/06/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office,1310kfka.com,1310 KFKA,Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office - 1310 KFKA,- Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office,en,ABC News,20240609004500-626,3,"Los Angeles, California, United States",US,USCA,CA037,34.0522,-118.244,1662328,12,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
12270,gdelt_gal_7619059cbdca9f8dee3a7c7a,2024-06-08 19:48:30+00:00,https://1310kfka.com/abc-news/u-s-news/06/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office/,https://1310kfka.com/abc-news/u-s-news/06/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office,1310kfka.com,1310 KFKA,Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office - 1310 KFKA,- Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office,en,ABC News,20240609004500-626,3,"Burbank, California, United States",US,USCA,CA085,37.3233,-121.932,277480,152,GDELT GKG V2Locations,CA-500,San Jose/Santa Clara City & County CoC,gkg_point_in_coc
12271,gdelt_gal_7619059cbdca9f8dee3a7c7a,2024-06-08 19:48:30+00:00,https://1310kfka.com/abc-news/u-s-news/06/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office/,https://1310kfka.com/abc-news/u-s-news/06/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office,1310kfka.com,1310 KFKA,Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office - 1310 KFKA,- Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office,en,ABC News,20240609004500-626,3,"North Hollywood, California, United States",US,USCA,CA037,34.1722,-118.379,1661116,412,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
12272,gdelt_gal_7619059cbdca9f8dee3a7c7a,2024-06-08 19:48:30+00:00,https://1310kfka.com/abc-news/u-s-news/06/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office/,https://1310kfka.com/abc-news/u-s-news/06/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office,1310kfka.com,1310 KFKA,Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office - 1310 KFKA,- Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office,en,ABC News,20240609004500-626,3,"City Of Burbank, California, United States",US,USCA,CA037,34.1879,-118.324,2409939,1461,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
12273,gdelt_gal_7619059cbdca9f8dee3a7c7a,2024-06-08 19:48:30+00:00,https://1310kfka.com/abc-news/u-s-news/06/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office/,https://1310kfka.com/abc-news/u-s-news/06/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office,1310kfka.com,1310 KFKA,Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office - 1310 KFKA,- Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office,en,ABC News,20240609004500-626,3,"Providence Saint Joseph Medical Center, California, United States",US,USCA,CA037,34.1568,-118.329,1661362,2223,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
12274,gdelt_gal_7619059cbdca9f8dee3a7c7a,2024-06-08 19:48:30+00:00,https://1310kfka.com/abc-news/u-s-news/06/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office/,https://1310kfka.com/abc-news/u-s-news/06/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office,1310kfka.com,1310 KFKA,Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office - 1310 KFKA,- Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office,en,ABC News,20240609004500-626,3,"Tujunga, California, United States",US,USCA,CA037,34.2522,-118.288,250657,2502,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
12275,gdelt_gal_a3b46f4f2f1aef8d493585fd,2024-06-08 19:48:30+00:00,https://www.mycentraloregon.com/2024/06/08/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office/,https://www.mycentraloregon.com/2024/06/08/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office,mycentraloregon.com,MyCentralOregon.com,"Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office | MyCentralOregon.com - Horizon Broadcasting Group, LLC",Getty Images - STOCK(LOS ANGELES) -- The Los Angeles City Council president is demanding answers after security cameras captured two Burbank Police officers,en,,20240609000000-109,3,"Los Angeles, California, United States",US,USCA,CA037,34.0522,-118.244,1662328,12,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
12276,gdelt_gal_a3b46f4f2f1aef8d493585fd,2024-06-08 19:48:30+00:00,https://www.mycentraloregon.com/2024/06/08/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office/,https://www.mycentraloregon.com/2024/06/08/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office,mycentraloregon.com,MyCentralOregon.com,"Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office | MyCentralOregon.com - Horizon Broadcasting Group, LLC",Getty Images - STOCK(LOS ANGELES) -- The Los Angeles City Council president is demanding answers after security cameras captured two Burbank Police officers,en,,20240609000000-109,3,"Burbank, California, United States",US,USCA,CA085,37.3233,-121.932,277480,152,GDELT GKG V2Locations,CA-500,San Jose/Santa Clara City & County CoC,gkg_point_in_coc
12277,gdelt_gal_a3b46f4f2f1aef8d493585fd,2024-06-08 19:48:30+00:00,https://www.mycentraloregon.com/2024/06/08/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office/,https://www.mycentraloregon.com/2024/06/08/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office,mycentraloregon.com,MyCentralOregon.com,"Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office | MyCentralOregon.com - Horizon Broadcasting Group, LLC",Getty Images - STOCK(LOS ANGELES) -- The Los Angeles City Council president is demanding answers after security cameras captured two Burbank Police officers,en,,20240609000000-109,3,"North Hollywood, California, United States",US,USCA,CA037,34.1722,-118.379,1661116,412,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
12278,gdelt_gal_a3b46f4f2f1aef8d493585fd,2024-06-08 19:48:30+00:00,https://www.mycentraloregon.com/2024/06/08/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office/,https://www.mycentraloregon.com/2024/06/08/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office,mycentraloregon.com,MyCentralOregon.com,"Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office | MyCentralOregon.com - Horizon Broadcasting Group, LLC",Getty Images - STOCK(LOS ANGELES) -- The Los Angeles City Council president is demanding answers after security cameras captured two Burbank Police officers,en,,20240609000000-109,3,"City Of Burbank, California, United States",US,USCA,CA037,34.1879,-118.324,2409939,1461,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
12279,gdelt_gal_a3b46f4f2f1aef8d493585fd,2024-06-08 19:48:30+00:00,https://www.mycentraloregon.com/2024/06/08/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office/,https://www.mycentraloregon.com/2024/06/08/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office,mycentraloregon.com,MyCentralOregon.com,"Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office | MyCentralOregon.com - Horizon Broadcasting Group, LLC",Getty Images - STOCK(LOS ANGELES) -- The Los Angeles City Council president is demanding answers after security cameras captured two Burbank Police officers,en,,20240609000000-109,3,"Providence Saint Joseph Medical Center, California, United States",US,USCA,CA037,34.1568,-118.329,1661362,2223,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
12280,gdelt_gal_a3b46f4f2f1aef8d493585fd,2024-06-08 19:48:30+00:00,https://www.mycentraloregon.com/2024/06/08/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office/,https://www.mycentraloregon.com/2024/06/08/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office,mycentraloregon.com,MyCentralOregon.com,"Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office | MyCentralOregon.com - Horizon Broadcasting Group, LLC",Getty Images - STOCK(LOS ANGELES) -- The Los Angeles City Council president is demanding answers after security cameras captured two Burbank Police officers,en,,20240609000000-109,3,"Tujunga, California, United States",US,USCA,CA037,34.2522,-118.288,250657,2502,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
12281,gdelt_gal_d48f74a8efafac1596832bce,2024-06-08 19:48:30+00:00,https://www.wcsy.com/2024/06/08/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office/,https://www.wcsy.com/2024/06/08/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office,wcsy.com,SuperHits 103.7 COSY-FM,Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office | SuperHits 103.7 COSY-FM,Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office,en,,20240608234500-836,3,"Los Angeles, California, United States",US,USCA,CA037,34.0522,-118.244,1662328,12,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
12282,gdelt_gal_d48f74a8efafac1596832bce,2024-06-08 19:48:30+00:00,https://www.wcsy.com/2024/06/08/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office/,https://www.wcsy.com/2024/06/08/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office,wcsy.com,SuperHits 103.7 COSY-FM,Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office | SuperHits 103.7 COSY-FM,Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office,en,,20240608234500-836,3,"Burbank, California, United States",US,USCA,CA085,37.3233,-121.932,277480,152,GDELT GKG V2Locations,CA-500,San Jose/Santa Clara City & County CoC,gkg_point_in_coc
12283,gdelt_gal_d48f74a8efafac1596832bce,2024-06-08 19:48:30+00:00,https://www.wcsy.com/2024/06/08/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office/,https://www.wcsy.com/2024/06/08/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office,wcsy.com,SuperHits 103.7 COSY-FM,Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office | SuperHits 103.7 COSY-FM,Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office,en,,20240608234500-836,3,"North Hollywood, California, United States",US,USCA,CA037,34.1722,-118.379,1661116,412,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
12284,gdelt_gal_d48f74a8efafac1596832bce,2024-06-08 19:48:30+00:00,https://www.wcsy.com/2024/06/08/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office/,https://www.wcsy.com/2024/06/08/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office,wcsy.com,SuperHits 103.7 COSY-FM,Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office | SuperHits 103.7 COSY-FM,Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office,en,,20240608234500-836,3,"City Of Burbank, California, United States",US,USCA,CA037,34.1879,-118.324,2409939,1461,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
12285,gdelt_gal_d48f74a8efafac1596832bce,2024-06-08 19:48:30+00:00,https://www.wcsy.com/2024/06/08/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office/,https://www.wcsy.com/2024/06/08/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office,wcsy.com,SuperHits 103.7 COSY-FM,Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office | SuperHits 103.7 COSY-FM,Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office,en,,20240608234500-836,3,"Providence Saint Joseph Medical Center, California, United States",US,USCA,CA037,34.1568,-118.329,1661362,2223,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
12286,gdelt_gal_d48f74a8efafac1596832bce,2024-06-08 19:48:30+00:00,https://www.wcsy.com/2024/06/08/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office/,https://www.wcsy.com/2024/06/08/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office,wcsy.com,SuperHits 103.7 COSY-FM,Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office | SuperHits 103.7 COSY-FM,Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office,en,,20240608234500-836,3,"Tujunga, California, United States",US,USCA,CA037,34.2522,-118.288,250657,2502,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
12287,gdelt_gal_de0037fe535fd21d8a33ad5e,2024-06-08 19:48:30+00:00,https://www.kbnwnews.com/2024/06/08/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office/,https://www.kbnwnews.com/2024/06/08/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office,kbnwnews.com,"KBNW-AM - Bend, OR","Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office | KBNW-AM - Horizon Broadcasting Group, LLC",Getty Images - STOCK(LOS ANGELES) -- The Los Angeles City Council president is demanding answers after security cameras captured two Burbank Police officers allegedly dropping off a homeless man near,en,,20240609011500-199,3,"Los Angeles, California, United States",US,USCA,CA037,34.0522,-118.244,1662328,12,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
12288,gdelt_gal_de0037fe535fd21d8a33ad5e,2024-06-08 19:48:30+00:00,https://www.kbnwnews.com/2024/06/08/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office/,https://www.kbnwnews.com/2024/06/08/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office,kbnwnews.com,"KBNW-AM - Bend, OR","Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office | KBNW-AM - Horizon Broadcasting Group, LLC",Getty Images - STOCK(LOS ANGELES) -- The Los Angeles City Council president is demanding answers after security cameras captured two Burbank Police officers allegedly dropping off a homeless man near,en,,20240609011500-199,3,"Burbank, California, United States",US,USCA,CA085,37.3233,-121.932,277480,152,GDELT GKG V2Locations,CA-500,San Jose/Santa Clara City & County CoC,gkg_point_in_coc
12289,gdelt_gal_de0037fe535fd21d8a33ad5e,2024-06-08 19:48:30+00:00,https://www.kbnwnews.com/2024/06/08/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office/,https://www.kbnwnews.com/2024/06/08/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office,kbnwnews.com,"KBNW-AM - Bend, OR","Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office | KBNW-AM - Horizon Broadcasting Group, LLC",Getty Images - STOCK(LOS ANGELES) -- The Los Angeles City Council president is demanding answers after security cameras captured two Burbank Police officers allegedly dropping off a homeless man near,en,,20240609011500-199,3,"North Hollywood, California, United States",US,USCA,CA037,34.1722,-118.379,1661116,412,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
12290,gdelt_gal_de0037fe535fd21d8a33ad5e,2024-06-08 19:48:30+00:00,https://www.kbnwnews.com/2024/06/08/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office/,https://www.kbnwnews.com/2024/06/08/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office,kbnwnews.com,"KBNW-AM - Bend, OR","Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office | KBNW-AM - Horizon Broadcasting Group, LLC",Getty Images - STOCK(LOS ANGELES) -- The Los Angeles City Council president is demanding answers after security cameras captured two Burbank Police officers allegedly dropping off a homeless man near,en,,20240609011500-199,3,"City Of Burbank, California, United States",US,USCA,CA037,34.1879,-118.324,2409939,1461,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
12291,gdelt_gal_de0037fe535fd21d8a33ad5e,2024-06-08 19:48:30+00:00,https://www.kbnwnews.com/2024/06/08/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office/,https://www.kbnwnews.com/2024/06/08/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office,kbnwnews.com,"KBNW-AM - Bend, OR","Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office | KBNW-AM - Horizon Broadcasting Group, LLC",Getty Images - STOCK(LOS ANGELES) -- The Los Angeles City Council president is demanding answers after security cameras captured two Burbank Police officers allegedly dropping off a homeless man near,en,,20240609011500-199,3,"Providence Saint Joseph Medical Center, California, United States",US,USCA,CA037,34.1568,-118.329,1661362,2223,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
12292,gdelt_gal_de0037fe535fd21d8a33ad5e,2024-06-08 19:48:30+00:00,https://www.kbnwnews.com/2024/06/08/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office/,https://www.kbnwnews.com/2024/06/08/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office,kbnwnews.com,"KBNW-AM - Bend, OR","Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office | KBNW-AM - Horizon Broadcasting Group, LLC",Getty Images - STOCK(LOS ANGELES) -- The Los Angeles City Council president is demanding answers after security cameras captured two Burbank Police officers allegedly dropping off a homeless man near,en,,20240609011500-199,3,"Tujunga, California, United States",US,USCA,CA037,34.2522,-118.288,250657,2502,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
12293,gdelt_gal_da2be4ac649f01986a4bec31,2024-06-08 19:55:02+00:00,https://midutahradio.com/news/national-news/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office/,https://midutahradio.com/news/national-news/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office,midutahradio.com,Mid-Utah Radio -,Los Angeles leader outraged after footage shows officers ‘dump’ alleged homeless man in front of office - Mid-Utah Radio,(LOS ANGELES) -- The Los Angeles City Council president is demanding answers after security cameras captured two Burbank Police officers allegedly dropping off a homeless man near his office and driving away as he lay on the ground this week.Councilman Paul Krekorian released the video that showed the two uniformed officers pull up to the,en,,20240609003000-86,3,"Los Angeles, California, United States",US,USCA,CA037,34.0522,-118.244,1662328,40,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
12294,gdelt_gal_da2be4ac649f01986a4bec31,2024-06-08 19:55:02+00:00,https://midutahradio.com/news/national-news/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office/,https://midutahradio.com/news/national-news/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office,midutahradio.com,Mid-Utah Radio -,Los Angeles leader outraged after footage shows officers ‘dump’ alleged homeless man in front of office - Mid-Utah Radio,(LOS ANGELES) -- The Los Angeles City Council president is demanding answers after security cameras captured two Burbank Police officers allegedly dropping off a homeless man near his office and driving away as he lay on the ground this week.Councilman Paul Krekorian released the video that showed the two uniformed officers pull up to the,en,,20240609003000-86,3,"Burbank, California, United States",US,USCA,CA085,37.3233,-121.932,277480,180,GDELT GKG V2Locations,CA-500,San Jose/Santa Clara City & County CoC,gkg_point_in_coc
12295,gdelt_gal_da2be4ac649f01986a4bec31,2024-06-08 19:55:02+00:00,https://midutahradio.com/news/national-news/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office/,https://midutahradio.com/news/national-news/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office,midutahradio.com,Mid-Utah Radio -,Los Angeles leader outraged after footage shows officers ‘dump’ alleged homeless man in front of office - Mid-Utah Radio,(LOS ANGELES) -- The Los Angeles City Council president is demanding answers after security cameras captured two Burbank Police officers allegedly dropping off a homeless man near his office and driving away as he lay on the ground this week.Councilman Paul Krekorian released the video that showed the two uniformed officers pull up to the,en,,20240609003000-86,3,"North Hollywood, California, United States",US,USCA,CA037,34.1722,-118.379,1661116,440,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
12296,gdelt_gal_da2be4ac649f01986a4bec31,2024-06-08 19:55:02+00:00,https://midutahradio.com/news/national-news/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office/,https://midutahradio.com/news/national-news/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office,midutahradio.com,Mid-Utah Radio -,Los Angeles leader outraged after footage shows officers ‘dump’ alleged homeless man in front of office - Mid-Utah Radio,(LOS ANGELES) -- The Los Angeles City Council president is demanding answers after security cameras captured two Burbank Police officers allegedly dropping off a homeless man near his office and driving away as he lay on the ground this week.Councilman Paul Krekorian released the video that showed the two uniformed officers pull up to the,en,,20240609003000-86,3,"City Of Burbank, California, United States",US,USCA,CA037,34.1879,-118.324,2409939,1489,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
12297,gdelt_gal_da2be4ac649f01986a4bec31,2024-06-08 19:55:02+00:00,https://midutahradio.com/news/national-news/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office/,https://midutahradio.com/news/national-news/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office,midutahradio.com,Mid-Utah Radio -,Los Angeles leader outraged after footage shows officers ‘dump’ alleged homeless man in front of office - Mid-Utah Radio,(LOS ANGELES) -- The Los Angeles City Council president is demanding answers after security cameras captured two Burbank Police officers allegedly dropping off a homeless man near his office and driving away as he lay on the ground this week.Councilman Paul Krekorian released the video that showed the two uniformed officers pull up to the,en,,20240609003000-86,3,"Providence Saint Joseph Medical Center, California, United States",US,USCA,CA037,34.1568,-118.329,1661362,2251,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
12298,gdelt_gal_da2be4ac649f01986a4bec31,2024-06-08 19:55:02+00:00,https://midutahradio.com/news/national-news/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office/,https://midutahradio.com/news/national-news/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office,midutahradio.com,Mid-Utah Radio -,Los Angeles leader outraged after footage shows officers ‘dump’ alleged homeless man in front of office - Mid-Utah Radio,(LOS ANGELES) -- The Los Angeles City Council president is demanding answers after security cameras captured two Burbank Police officers allegedly dropping off a homeless man near his office and driving away as he lay on the ground this week.Councilman Paul Krekorian released the video that showed the two uniformed officers pull up to the,en,,20240609003000-86,3,"Tujunga, California, United States",US,USCA,CA037,34.2522,-118.288,250657,2530,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
12299,gdelt_gal_5b0a9427aad8fde9b416584e,2024-06-08 20:08:43+00:00,https://wohfradio.com/national-news/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office/,https://wohfradio.com/national-news/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office,wohfradio.com,WOHF,Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office - WOHF,Getty Images – STOCK (LOS ANGELES) — The Los Angeles City Council president is demanding answers after security cameras captured two Burbank Police officers allegedly dropping off a homeless man near his office and driving away as he lay on the ground this week. Councilman Paul Krekorian released the video that showed the two uniformed …,en,,20240609010000-443,3,"Los Angeles, California, United States",US,USCA,CA037,34.0522,-118.244,1662328,40,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
12300,gdelt_gal_5b0a9427aad8fde9b416584e,2024-06-08 20:08:43+00:00,https://wohfradio.com/national-news/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office/,https://wohfradio.com/national-news/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office,wohfradio.com,WOHF,Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office - WOHF,Getty Images – STOCK (LOS ANGELES) — The Los Angeles City Council president is demanding answers after security cameras captured two Burbank Police officers allegedly dropping off a homeless man near his office and driving away as he lay on the ground this week. Councilman Paul Krekorian released the video that showed the two uniformed …,en,,20240609010000-443,3,"Burbank, California, United States",US,USCA,CA085,37.3233,-121.932,277480,180,GDELT GKG V2Locations,CA-500,San Jose/Santa Clara City & County CoC,gkg_point_in_coc
12301,gdelt_gal_5b0a9427aad8fde9b416584e,2024-06-08 20:08:43+00:00,https://wohfradio.com/national-news/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office/,https://wohfradio.com/national-news/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office,wohfradio.com,WOHF,Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office - WOHF,Getty Images – STOCK (LOS ANGELES) — The Los Angeles City Council president is demanding answers after security cameras captured two Burbank Police officers allegedly dropping off a homeless man near his office and driving away as he lay on the ground this week. Councilman Paul Krekorian released the video that showed the two uniformed …,en,,20240609010000-443,3,"North Hollywood, California, United States",US,USCA,CA037,34.1722,-118.379,1661116,440,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
